ModelID,OncotreeLineage,mbd4_status,DRUG_NAME,rnf_low_parp_high_expr_proxy,rnf_low_parp_high_proxy,z,auc,n
ACH-002170,Lung,WT_no_MBD4_record,Rucaparib,False,False,0.144559,0.988413,1
ACH-000248,Breast,WT_no_MBD4_record,Rucaparib,False,False,0.158048,0.980445,1
ACH-000621,Breast,WT_no_MBD4_record,Rucaparib,False,False,0.166166,0.974822,1
ACH-000243,Pancreas,WT_no_MBD4_record,Rucaparib,False,False,0.166551,0.972091,1
ACH-000470,Bowel,WT_no_MBD4_record,Rucaparib,False,False,0.166626,0.967329,1
ACH-000587,Lung,WT_no_MBD4_record,Rucaparib,False,False,0.168834,0.961386,1
ACH-000848,Liver,WT_no_MBD4_record,Rucaparib,False,False,0.171641,0.954602,1
ACH-000826,Lung,WT_no_MBD4_record,Rucaparib,False,False,0.177486,0.973278,1
ACH-000766,Lung,WT_no_MBD4_record,Rucaparib,False,False,0.178148,0.967444,1
ACH-000976,Biliary Tract,WT_no_MBD4_record,Rucaparib,False,False,0.182247,0.952943,1
ACH-000714,Lymphoid,WT_no_MBD4_record,Rucaparib,False,False,0.182521,0.986035,1
ACH-000478,Liver,WT_no_MBD4_record,Rucaparib,False,False,0.189258,0.951221,1
ACH-001401,Adrenal Gland,WT_no_MBD4_record,Rucaparib,False,False,0.193131,0.982191,1
ACH-000488,Esophagus/Stomach,WT_no_MBD4_record,Rucaparib,False,False,0.195314,0.985923,1
ACH-000882,Skin,WT_no_MBD4_record,Rucaparib,False,False,0.197104,0.982135,1
ACH-000927,Breast,WT_no_MBD4_record,Rucaparib,False,False,0.198437,0.949297,1
ACH-000364,Bone,WT_no_MBD4_record,Rucaparib,False,False,0.198513,0.976516,1
ACH-000664,Lymphoid,WT_no_MBD4_record,Rucaparib,False,False,0.204499,0.986086,1
ACH-000601,Pancreas,WT_no_MBD4_record,Rucaparib,False,False,0.21497,0.975996,1
ACH-000319,Pleura,WT_no_MBD4_record,Rucaparib,False,False,0.226262,0.969687,1
ACH-000896,Bladder/Urinary Tract,WT_no_MBD4_record,Rucaparib,True,False,0.227608,0.983097,1
ACH-000505,Soft Tissue,WT_no_MBD4_record,Rucaparib,False,False,0.229041,0.955751,1
ACH-000048,Ovary/Fallopian Tube,WT_no_MBD4_record,Rucaparib,False,False,0.229874,0.984276,1
ACH-000814,Skin,WT_no_MBD4_record,Rucaparib,False,False,0.234583,0.963075,1
ACH-000030,Lung,WT_no_MBD4_record,Rucaparib,False,True,0.243921,0.969585,1
ACH-001519,Bone,WT_no_MBD4_record,Rucaparib,False,False,0.247618,0.940706,1
ACH-000780,Lung,WT_no_MBD4_record,Rucaparib,False,False,0.264539,0.982916,1
ACH-000724,Bladder/Urinary Tract,WT_no_MBD4_record,Rucaparib,False,False,0.265671,0.959479,1
ACH-000929,Lung,WT_no_MBD4_record,Rucaparib,False,False,0.2666,0.983394,1
ACH-000062,Lung,WT_no_MBD4_record,Rucaparib,False,False,0.267472,0.981293,1
ACH-000061,Lymphoid,WT_no_MBD4_record,Rucaparib,True,False,0.273727,0.97438,1
ACH-000228,Head and Neck,WT_no_MBD4_record,Rucaparib,False,False,0.279671,0.990013,1
ACH-000711,Breast,WT_no_MBD4_record,Rucaparib,False,False,0.28627,0.981211,1
ACH-000945,Lung,WT_no_MBD4_record,Rucaparib,False,False,0.286861,0.983206,1
ACH-000148,Breast,WT_no_MBD4_record,Rucaparib,False,False,0.291939,0.967918,1
ACH-000580,Skin,WT_no_MBD4_record,Rucaparib,False,False,0.298641,0.972599,1
ACH-001702,Soft Tissue,WT_no_MBD4_record,Rucaparib,False,False,0.299716,0.958527,1
ACH-000345,Peripheral Nervous System,WT_no_MBD4_record,Rucaparib,False,False,0.300418,0.978498,1
ACH-000570,CNS/Brain,WT_no_MBD4_record,Rucaparib,False,False,0.312357,0.973013,1
ACH-000273,CNS/Brain,WT_no_MBD4_record,Rucaparib,False,False,0.32792,0.986632,1
ACH-000573,Breast,WT_no_MBD4_record,Rucaparib,False,False,0.330782,0.964456,1
ACH-000276,Breast,WT_no_MBD4_record,Rucaparib,False,False,0.33496,0.965449,1
ACH-000865,Esophagus/Stomach,WT_no_MBD4_record,Rucaparib,False,False,0.337433,0.969675,1
ACH-001344,Peripheral Nervous System,WT_no_MBD4_record,Rucaparib,False,False,0.34003,0.955019,1
ACH-000679,Esophagus/Stomach,WT_no_MBD4_record,Rucaparib,False,False,0.341744,0.963728,1
ACH-000042,Pancreas,WT_no_MBD4_record,Rucaparib,False,False,0.353079,0.938256,1
ACH-000747,Lung,WT_no_MBD4_record,Rucaparib,False,False,0.359815,0.9789,1
ACH-000903,Thyroid,WT_no_MBD4_record,Rucaparib,False,False,0.365337,0.97451,1
ACH-000347,Pancreas,WT_no_MBD4_record,Rucaparib,False,False,0.372141,0.95,1
ACH-000579,Skin,WT_no_MBD4_record,Rucaparib,False,False,0.373405,0.960301,1
ACH-000473,Bladder/Urinary Tract,WT_no_MBD4_record,Rucaparib,False,False,0.377927,0.979301,1
ACH-000146,Myeloid,WT_no_MBD4_record,Rucaparib,False,False,0.382136,0.986616,1
ACH-000323,CNS/Brain,WT_no_MBD4_record,Rucaparib,False,False,0.388106,0.980154,1
ACH-001526,Bone,WT_no_MBD4_record,Rucaparib,False,False,0.38989,0.985351,1
ACH-000649,Kidney,WT_no_MBD4_record,Rucaparib,False,False,0.400851,0.97539,1
ACH-000363,Lymphoid,WT_no_MBD4_record,Rucaparib,False,False,0.412978,0.977251,1
ACH-001442,Skin,WT_no_MBD4_record,Rucaparib,False,False,0.417434,0.970543,1
ACH-000568,Breast,WT_no_MBD4_record,Rucaparib,False,False,0.420906,0.965424,1
ACH-000408,Esophagus/Stomach,WT_no_MBD4_record,Rucaparib,False,True,0.431419,0.970469,1
ACH-000522,Bladder/Urinary Tract,WT_no_MBD4_record,Rucaparib,False,False,0.432485,0.97877,1
ACH-000395,Lung,WT_no_MBD4_record,Rucaparib,False,False,0.442351,0.966045,1
ACH-001190,Skin,WT_no_MBD4_record,Rucaparib,False,False,0.445227,0.987458,1
ACH-000792,Kidney,WT_no_MBD4_record,Rucaparib,False,False,0.447507,0.983185,1
ACH-000320,Pancreas,WT_no_MBD4_record,Rucaparib,False,False,0.450492,0.966924,1
ACH-001543,Head and Neck,WT_no_MBD4_record,Rucaparib,False,False,0.450904,0.98675,1
ACH-000748,Bone,WT_no_MBD4_record,Rucaparib,False,False,0.454487,0.969398,1
ACH-000260,Peripheral Nervous System,WT_no_MBD4_record,Rucaparib,False,False,0.455641,0.967513,1
ACH-000092,Pleura,WT_no_MBD4_record,Rucaparib,False,False,0.464349,0.952796,1
ACH-000856,Breast,WT_no_MBD4_record,Rucaparib,False,False,0.467637,0.976654,1
ACH-001306,Thyroid,WT_no_MBD4_record,Rucaparib,False,False,0.469072,0.95291,1
ACH-000091,Ovary/Fallopian Tube,WT_no_MBD4_record,Rucaparib,False,False,0.472216,0.971902,1
ACH-000532,Bowel,WT_no_MBD4_record,Rucaparib,False,False,0.474682,0.974289,1
ACH-000680,Bowel,WT_no_MBD4_record,Rucaparib,False,False,0.480834,0.970811,1
ACH-000940,Uterus,WT_no_MBD4_record,Rucaparib,False,False,0.480933,0.984972,1
ACH-000188,Head and Neck,WT_no_MBD4_record,Rucaparib,False,False,0.484206,0.985603,1
ACH-000249,Bowel,WT_no_MBD4_record,Rucaparib,False,False,0.488436,0.940049,1
ACH-000810,Skin,WT_no_MBD4_record,Rucaparib,False,False,0.494748,0.977088,1
ACH-000332,Pancreas,WT_no_MBD4_record,Rucaparib,False,False,0.498027,0.942791,1
ACH-000108,Pancreas,WT_no_MBD4_record,Rucaparib,False,False,0.498371,0.982645,1
ACH-001489,Lung,WT_no_MBD4_record,Rucaparib,False,False,0.518986,0.984864,1
ACH-000450,Skin,WT_no_MBD4_record,Rucaparib,False,False,0.519939,0.980392,1
ACH-000315,Lymphoid,WT_no_MBD4_record,Rucaparib,True,False,0.52659,0.984187,1
ACH-000667,Lung,WT_no_MBD4_record,Rucaparib,False,False,0.532046,0.978805,1
ACH-000947,Ovary/Fallopian Tube,WT_no_MBD4_record,Rucaparib,False,False,0.537877,0.97351,1
ACH-000437,CNS/Brain,WT_no_MBD4_record,Rucaparib,False,False,0.538865,0.960544,1
ACH-000476,Liver,WT_no_MBD4_record,Rucaparib,False,False,0.539159,0.966659,1
ACH-000622,CNS/Brain,WT_no_MBD4_record,Rucaparib,True,False,0.544857,0.965574,1
ACH-001350,Thyroid,WT_no_MBD4_record,Rucaparib,False,False,0.546161,0.971522,1
ACH-000781,Lung,WT_no_MBD4_record,Rucaparib,False,False,0.547441,0.96363,1
ACH-000910,Breast,WT_no_MBD4_record,Rucaparib,True,False,0.55472,0.979548,1
ACH-000421,Bowel,WT_no_MBD4_record,Rucaparib,False,False,0.559351,0.972179,1
ACH-000915,Skin,WT_no_MBD4_record,Rucaparib,False,False,0.564376,0.981338,1
ACH-000046,Kidney,WT_no_MBD4_record,Rucaparib,False,False,0.568011,0.961223,1
ACH-000023,Pancreas,WT_no_MBD4_record,Rucaparib,False,False,0.571252,0.98111,1
ACH-000515,Lung,WT_no_MBD4_record,Rucaparib,False,False,0.57475,0.988646,1
ACH-000521,Lung,WT_no_MBD4_record,Rucaparib,False,False,0.585198,0.965134,1
ACH-000399,Lung,WT_no_MBD4_record,Rucaparib,False,False,0.586191,0.975368,1
ACH-000142,Bladder/Urinary Tract,WT_no_MBD4_record,Rucaparib,False,False,0.605316,0.985262,1
ACH-000144,Esophagus/Stomach,WT_no_MBD4_record,Rucaparib,False,False,0.613715,0.980376,1
ACH-000730,Skin,WT_no_MBD4_record,Rucaparib,False,False,0.6269,0.976434,1
ACH-000846,Head and Neck,WT_no_MBD4_record,Rucaparib,False,False,0.637471,0.98523,1
ACH-000001,Ovary/Fallopian Tube,WT_no_MBD4_record,Rucaparib,False,False,0.654549,0.983778,1
ACH-000174,Thyroid,WT_no_MBD4_record,Rucaparib,False,False,0.659735,0.981938,1
ACH-000911,Esophagus/Stomach,WT_no_MBD4_record,Rucaparib,False,False,0.662715,0.972129,1
ACH-000298,Lung,WT_no_MBD4_record,Rucaparib,False,False,0.66503,0.989277,1
ACH-000381,Bowel,WT_no_MBD4_record,Rucaparib,False,False,0.667325,0.981262,1
ACH-000221,Liver,WT_no_MBD4_record,Rucaparib,False,False,0.671772,0.978959,1
ACH-000867,Lung,WT_no_MBD4_record,Rucaparib,False,False,0.678081,0.986548,1
ACH-000117,Breast,WT_no_MBD4_record,Rucaparib,False,False,0.67866,0.978469,1
ACH-000169,Soft Tissue,WT_no_MBD4_record,Rucaparib,False,False,0.679367,0.976122,1
ACH-000212,Breast,WT_no_MBD4_record,Rucaparib,False,True,0.681595,0.933279,1
ACH-000554,Breast,WT_no_MBD4_record,Rucaparib,False,False,0.689262,0.981261,1
ACH-000811,Ovary/Fallopian Tube,WT_no_MBD4_record,Rucaparib,False,False,0.689988,0.949334,1
ACH-000973,Bladder/Urinary Tract,WT_no_MBD4_record,Rucaparib,False,False,0.707351,0.987993,1
ACH-000129,Cervix,WT_no_MBD4_record,Rucaparib,False,False,0.713583,0.987338,1
ACH-000139,Pancreas,WT_no_MBD4_record,Rucaparib,False,False,0.71729,0.977349,1
ACH-000930,Breast,WT_no_MBD4_record,Rucaparib,False,False,0.717549,0.982206,1
ACH-000881,Skin,WT_no_MBD4_record,Rucaparib,False,False,0.724597,0.983147,1
ACH-000617,Ovary/Fallopian Tube,WT_no_MBD4_record,Rucaparib,False,False,0.724823,0.977015,1
ACH-001398,Kidney,WT_no_MBD4_record,Rucaparib,False,False,0.725499,0.974105,1
ACH-000548,Head and Neck,WT_no_MBD4_record,Rucaparib,False,False,0.728382,0.977856,1
ACH-000510,Lung,WT_no_MBD4_record,Rucaparib,False,False,0.73281,0.973515,1
ACH-000809,Esophagus/Stomach,WT_no_MBD4_record,Rucaparib,False,False,0.735511,0.950977,1
ACH-000749,Lung,WT_no_MBD4_record,Rucaparib,False,False,0.735643,0.984953,1
ACH-000008,Skin,WT_no_MBD4_record,Rucaparib,False,False,0.744908,0.975228,1
ACH-000204,Lymphoid,WT_no_MBD4_record,Rucaparib,False,False,0.76464,0.986946,1
ACH-000082,Bone,WT_no_MBD4_record,Rucaparib,False,False,0.778646,0.967308,1
ACH-000955,Bowel,WT_no_MBD4_record,Rucaparib,False,False,0.782903,0.977808,1
ACH-000401,Skin,WT_no_MBD4_record,Rucaparib,False,False,0.805907,0.984031,1
ACH-000968,Skin,WT_no_MBD4_record,Rucaparib,False,False,0.810813,0.984067,1
ACH-000605,Esophagus/Stomach,WT_no_MBD4_record,Rucaparib,False,False,0.823944,0.971471,1
ACH-000410,Bone,WT_no_MBD4_record,Rucaparib,False,False,0.835549,0.983796,1
ACH-000948,Esophagus/Stomach,WT_no_MBD4_record,Rucaparib,False,False,0.841445,0.985793,1
ACH-000684,Kidney,WT_no_MBD4_record,Rucaparib,False,False,0.841967,0.976595,1
ACH-000919,Esophagus/Stomach,WT_no_MBD4_record,Rucaparib,False,False,0.84751,0.984419,1
ACH-000021,Lung,WT_no_MBD4_record,Rucaparib,False,False,0.871263,0.941258,1
ACH-000232,CNS/Brain,WT_no_MBD4_record,Rucaparib,False,False,0.881548,0.980051,1
ACH-000244,CNS/Brain,WT_no_MBD4_record,Rucaparib,False,False,0.903915,0.969009,1
ACH-000019,Breast,WT_no_MBD4_record,Rucaparib,False,False,0.914277,0.972229,1
ACH-000493,Liver,WT_no_MBD4_record,Rucaparib,False,False,0.916315,0.975276,1
ACH-000633,Esophagus/Stomach,WT_no_MBD4_record,Rucaparib,False,True,0.932483,0.969143,1
ACH-000853,Lung,WT_no_MBD4_record,Rucaparib,True,False,0.939204,0.983005,1
ACH-000997,Bowel,WT_no_MBD4_record,Rucaparib,False,False,0.942335,0.986662,1
ACH-000360,Bowel,WT_no_MBD4_record,Rucaparib,False,False,0.947103,0.980396,1
ACH-000335,Pleura,WT_no_MBD4_record,Rucaparib,False,False,0.960413,0.984379,1
ACH-000878,Lung,WT_no_MBD4_record,Rucaparib,False,False,0.964785,0.982394,1
ACH-000655,CNS/Brain,WT_no_MBD4_record,Rucaparib,False,False,0.973816,0.979221,1
ACH-000337,Lung,WT_no_MBD4_record,Rucaparib,False,False,0.98315,0.975723,1
ACH-000433,Kidney,WT_no_MBD4_record,Rucaparib,False,False,0.987432,0.95964,1
ACH-000906,Ovary/Fallopian Tube,WT_no_MBD4_record,Rucaparib,False,False,1.004165,0.983264,1
ACH-000374,Breast,WT_no_MBD4_record,Rucaparib,False,False,1.018928,0.977264,1
ACH-000351,Esophagus/Stomach,WT_no_MBD4_record,Rucaparib,False,False,1.022511,0.971795,1
ACH-000914,Lymphoid,WT_no_MBD4_record,Rucaparib,True,False,1.040359,0.979025,1
ACH-000238,Head and Neck,WT_no_MBD4_record,Rucaparib,False,False,1.042963,0.982036,1
ACH-000552,Bowel,WT_no_MBD4_record,Rucaparib,False,False,1.044156,0.978953,1
ACH-000018,Bladder/Urinary Tract,WT_no_MBD4_record,Rucaparib,False,False,1.045754,0.984213,1
ACH-000738,CNS/Brain,WT_no_MBD4_record,Rucaparib,False,False,1.050907,0.968539,1
ACH-000356,Esophagus/Stomach,WT_no_MBD4_record,Rucaparib,False,False,1.051109,0.972024,1
ACH-000720,Bladder/Urinary Tract,WT_no_MBD4_record,Rucaparib,False,False,1.063639,0.97786,1
ACH-000585,Lung,WT_no_MBD4_record,Rucaparib,False,False,1.068972,0.981714,1
ACH-000752,Lung,WT_no_MBD4_record,Rucaparib,False,True,1.082742,0.989664,1
ACH-000448,Lung,WT_no_MBD4_record,Rucaparib,False,True,1.084297,0.953837,1
ACH-000784,Esophagus/Stomach,WT_no_MBD4_record,Rucaparib,False,False,1.084902,0.974802,1
ACH-001227,Head and Neck,WT_no_MBD4_record,Rucaparib,False,False,1.095383,0.9744,1
ACH-000958,Bowel,WT_no_MBD4_record,Rucaparib,False,False,1.105673,0.978473,1
ACH-000524,Ovary/Fallopian Tube,WT_no_MBD4_record,Rucaparib,False,True,1.116182,0.970458,1
ACH-000054,Soft Tissue,WT_no_MBD4_record,Rucaparib,False,False,1.119907,0.97801,1
ACH-000666,Lung,WT_no_MBD4_record,Rucaparib,False,False,1.120025,0.963332,1
ACH-002283,Peripheral Nervous System,WT_no_MBD4_record,Rucaparib,False,False,1.132303,0.982588,1
ACH-000159,Kidney,WT_no_MBD4_record,Rucaparib,False,False,1.142866,0.976933,1
ACH-000706,Lung,WT_no_MBD4_record,Rucaparib,False,False,1.145438,0.955966,1
ACH-000861,Lung,WT_no_MBD4_record,Rucaparib,False,False,1.158911,0.972429,1
ACH-000528,Lung,WT_no_MBD4_record,Rucaparib,False,False,1.169264,0.981183,1
ACH-000475,Liver,WT_no_MBD4_record,Rucaparib,False,False,1.182835,0.975419,1
ACH-000192,Uterus,WT_no_MBD4_record,Rucaparib,False,False,1.197153,0.9763,1
ACH-000417,Pancreas,WT_no_MBD4_record,Rucaparib,False,False,1.201796,0.973507,1
ACH-000116,Ovary/Fallopian Tube,WT_no_MBD4_record,Rucaparib,False,False,1.204015,0.986102,1
ACH-000681,Lung,WT_no_MBD4_record,Rucaparib,False,False,1.204032,0.981276,1
ACH-000464,CNS/Brain,WT_no_MBD4_record,Rucaparib,False,False,1.204688,0.969867,1
ACH-000647,Esophagus/Stomach,WT_no_MBD4_record,Rucaparib,False,False,1.205157,0.977476,1
ACH-000456,Thyroid,WT_no_MBD4_record,Rucaparib,False,False,1.222608,0.98235,1
ACH-000648,Pleura,WT_no_MBD4_record,Rucaparib,False,False,1.223001,0.932399,1
ACH-000484,Kidney,WT_no_MBD4_record,Rucaparib,False,False,1.242792,0.964268,1
ACH-000979,Prostate,WT_no_MBD4_record,Rucaparib,False,False,1.244443,0.98242,1
ACH-000196,Breast,WT_no_MBD4_record,Rucaparib,False,True,1.244584,0.97888,1
ACH-000090,Prostate,WT_no_MBD4_record,Rucaparib,False,False,1.261561,0.971567,1
ACH-000223,Breast,WT_no_MBD4_record,Rucaparib,False,False,1.2626,0.978705,1
ACH-001151,Ovary/Fallopian Tube,WT_no_MBD4_record,Rucaparib,False,False,1.270017,0.955499,1
ACH-001307,Thyroid,WT_no_MBD4_record,Rucaparib,False,False,1.27471,0.977716,1
ACH-000574,Ovary/Fallopian Tube,WT_no_MBD4_record,Rucaparib,False,False,1.278684,0.970867,1
ACH-000330,Breast,WT_no_MBD4_record,Rucaparib,False,False,1.289069,0.982534,1
ACH-000153,Pleura,WT_no_MBD4_record,Rucaparib,False,False,1.302595,0.980277,1
ACH-000350,Bowel,WT_no_MBD4_record,Rucaparib,False,False,1.310551,0.933681,1
ACH-000114,Pancreas,WT_no_MBD4_record,Rucaparib,False,False,1.31358,0.971309,1
ACH-000651,Bowel,WT_no_MBD4_record,Rucaparib,False,False,1.319854,0.976525,1
ACH-000235,Pancreas,WT_no_MBD4_record,Rucaparib,False,False,1.333252,0.916466,1
ACH-000662,Lung,WT_no_MBD4_record,Rucaparib,False,False,1.358665,0.98195,1
ACH-000009,Bowel,WT_no_MBD4_record,Rucaparib,False,False,1.384309,0.963419,1
ACH-000628,Lung,WT_no_MBD4_record,Rucaparib,False,False,1.42307,0.98316,1
ACH-000559,Lung,WT_no_MBD4_record,Rucaparib,False,False,1.428904,0.978838,1
ACH-000291,Ovary/Fallopian Tube,WT_no_MBD4_record,Rucaparib,False,False,1.447381,0.965952,1
ACH-000288,Breast,WT_no_MBD4_record,Rucaparib,False,False,1.451127,0.977062,1
ACH-000352,Breast,WT_no_MBD4_record,Rucaparib,False,False,1.454188,0.968841,1
ACH-000616,Esophagus/Stomach,WT_no_MBD4_record,Rucaparib,False,False,1.50961,0.976502,1
ACH-000869,Lung,WT_no_MBD4_record,Rucaparib,False,False,1.511952,0.973233,1
ACH-000189,Kidney,WT_no_MBD4_record,Rucaparib,False,False,1.526716,0.954348,1
ACH-000637,Esophagus/Stomach,WT_no_MBD4_record,Rucaparib,False,False,1.549197,0.965821,1
ACH-000652,Pancreas,WT_no_MBD4_record,Rucaparib,False,False,1.550348,0.975731,1
ACH-000217,Liver,WT_no_MBD4_record,Rucaparib,False,False,1.561906,0.974586,1
ACH-000222,Pancreas,WT_no_MBD4_record,Rucaparib,False,False,1.578062,0.930659,1
ACH-000264,Lung,WT_no_MBD4_record,Rucaparib,False,False,1.597491,0.976928,1
ACH-000118,Pancreas,WT_no_MBD4_record,Rucaparib,False,False,1.599626,0.970575,1
ACH-000308,Ovary/Fallopian Tube,WT_no_MBD4_record,Rucaparib,False,False,1.637142,0.944224,1
ACH-000793,Esophagus/Stomach,WT_no_MBD4_record,Rucaparib,False,False,1.641736,0.967751,1
ACH-000841,Lung,WT_no_MBD4_record,Rucaparib,False,False,1.652314,0.980615,1
ACH-000281,Pancreas,WT_no_MBD4_record,Rucaparib,False,False,1.679034,0.983358,1
ACH-000040,CNS/Brain,WT_no_MBD4_record,Rucaparib,False,False,1.720306,0.979715,1
ACH-000890,Lung,WT_no_MBD4_record,Rucaparib,False,False,1.737499,0.958733,1
ACH-000514,Lung,WT_no_MBD4_record,Rucaparib,False,True,1.757517,0.988914,1
ACH-000678,Esophagus/Stomach,WT_no_MBD4_record,Rucaparib,False,False,1.76844,0.978199,1
ACH-000674,Esophagus/Stomach,WT_no_MBD4_record,Rucaparib,False,False,1.77323,0.967836,1
ACH-000840,Lung,WT_no_MBD4_record,Rucaparib,False,False,1.799569,0.984261,1
ACH-000403,Bowel,WT_no_MBD4_record,Rucaparib,False,False,1.817116,0.971905,1
ACH-000367,Pleura,WT_no_MBD4_record,Rucaparib,False,False,1.86828,0.957354,1
ACH-000599,Pancreas,WT_no_MBD4_record,Rucaparib,False,False,1.958835,0.970398,1
ACH-000270,Pancreas,WT_no_MBD4_record,Rucaparib,False,False,2.094111,0.972914,1
ACH-000293,Uterus,WT_no_MBD4_record,Rucaparib,False,True,2.094772,0.971233,1
ACH-000035,Lung,WT_no_MBD4_record,Rucaparib,False,False,2.174631,0.978872,1
ACH-000644,Skin,WT_no_MBD4_record,Rucaparib,False,False,2.18656,0.972191,1
ACH-000759,Breast,WT_no_MBD4_record,Rucaparib,False,True,2.207046,0.96563,1
ACH-000060,Pancreas,WT_no_MBD4_record,Rucaparib,False,False,2.235838,0.953872,1
ACH-000200,CNS/Brain,WT_no_MBD4_record,Rucaparib,False,False,2.311332,0.940447,1
ACH-000716,Thyroid,WT_no_MBD4_record,Rucaparib,False,False,2.433467,0.976585,1
ACH-000719,Ovary/Fallopian Tube,WT_no_MBD4_record,Rucaparib,False,False,2.454997,0.955388,1
ACH-000888,Lung,WT_no_MBD4_record,Rucaparib,False,False,2.500895,0.975197,1
ACH-000818,Breast,WT_no_MBD4_record,Rucaparib,False,True,2.863643,0.9651,1
ACH-000718,Lung,WT_no_MBD4_record,Rucaparib,False,False,3.041851,0.980529,1
ACH-000087,Bone,WT_no_MBD4_record,Talazoparib,False,False,-3.354945,0.099858,1
ACH-000070,Lymphoid,WT_no_MBD4_record,Talazoparib,False,False,-3.117558,0.117904,1
ACH-000290,Lung,WT_no_MBD4_record,Talazoparib,False,False,-3.040762,0.161547,1
ACH-000059,Lymphoid,WT_no_MBD4_record,Talazoparib,True,False,-2.919528,0.161621,1
ACH-000226,Lymphoid,WT_no_MBD4_record,Talazoparib,False,False,-2.837984,0.169143,1
ACH-000664,Lymphoid,WT_no_MBD4_record,Talazoparib,False,False,-2.675686,0.246262,1
ACH-000538,Bowel,WT_no_MBD4_record,Talazoparib,False,False,-2.646665,0.249998,1
ACH-000586,Lung,WT_no_MBD4_record,Talazoparib,False,False,-2.639948,0.262267,1
ACH-000583,Lymphoid,WT_no_MBD4_record,Talazoparib,True,False,-2.585856,0.244986,1
ACH-000463,Lung,WT_no_MBD4_record,Talazoparib,False,False,-2.537007,0.291157,1
ACH-001106,Lymphoid,WT_no_MBD4_record,Talazoparib,False,False,-2.518369,0.282936,1
ACH-000639,Lung,WT_no_MBD4_record,Talazoparib,False,True,-2.432413,0.307697,1
ACH-000210,Bone,WT_no_MBD4_record,Talazoparib,False,False,-2.410302,0.314699,1
ACH-000400,Bowel,WT_no_MBD4_record,Talazoparib,False,False,-2.408865,0.332144,1
ACH-000078,Peripheral Nervous System,WT_no_MBD4_record,Talazoparib,False,False,-2.373383,0.32306,1
ACH-001075,Lung,WT_no_MBD4_record,Talazoparib,False,False,-2.246225,0.374185,1
ACH-000703,Lung,WT_no_MBD4_record,Talazoparib,False,False,-2.20908,0.373304,1
ACH-000922,Lymphoid,WT_no_MBD4_record,Talazoparib,False,False,-2.187881,0.370841,1
ACH-000233,Lymphoid,WT_no_MBD4_record,Talazoparib,False,False,-2.170441,0.376107,1
ACH-000371,Lymphoid,WT_no_MBD4_record,Talazoparib,True,False,-2.132472,0.394499,1
ACH-001642,Lymphoid,WT_no_MBD4_record,Talazoparib,False,False,-2.122003,0.391062,1
ACH-000257,Lung,WT_no_MBD4_record,Talazoparib,False,False,-2.120456,0.39758,1
ACH-001530,Uterus,WT_no_MBD4_record,Talazoparib,False,False,-2.10908,0.402195,1
ACH-000345,Peripheral Nervous System,WT_no_MBD4_record,Talazoparib,False,False,-1.969468,0.444886,1
ACH-000052,Bone,WT_no_MBD4_record,Talazoparib,False,False,-1.8787,0.469069,1
ACH-000391,Bone,WT_no_MBD4_record,Talazoparib,False,True,-1.834384,0.482311,1
ACH-002291,Testis,WT_no_MBD4_record,Talazoparib,False,False,-1.817927,0.487359,1
ACH-000896,Bladder/Urinary Tract,WT_no_MBD4_record,Talazoparib,True,False,-1.813087,0.488059,1
ACH-000424,Bone,WT_no_MBD4_record,Talazoparib,False,False,-1.81252,0.487738,1
ACH-000938,Lymphoid,WT_no_MBD4_record,Talazoparib,True,False,-1.784039,0.496285,1
ACH-000610,Lung,WT_no_MBD4_record,Talazoparib,False,False,-1.771699,0.500012,1
ACH-000362,Myeloid,WT_no_MBD4_record,Talazoparib,False,False,-1.748887,0.507188,1
ACH-000431,Lung,WT_no_MBD4_record,Talazoparib,False,False,-1.744944,0.507803,1
ACH-000788,Skin,WT_no_MBD4_record,Talazoparib,False,False,-1.701545,0.520784,1
ACH-000045,Myeloid,WT_no_MBD4_record,Talazoparib,False,False,-1.670642,0.531879,1
ACH-000654,Lymphoid,WT_no_MBD4_record,Talazoparib,True,False,-1.58244,0.557957,1
ACH-000481,Lung,WT_no_MBD4_record,Talazoparib,True,False,-1.552052,0.560349,1
ACH-001193,Bone,WT_no_MBD4_record,Talazoparib,False,False,-1.546825,0.56565,1
ACH-000113,Myeloid,WT_no_MBD4_record,Talazoparib,False,False,-1.514166,0.580805,1
ACH-000874,Lymphoid,WT_no_MBD4_record,Talazoparib,False,False,-1.503266,0.583276,1
ACH-000258,Breast,WT_no_MBD4_record,Talazoparib,False,False,-1.457538,0.597818,1
ACH-000389,CNS/Brain,WT_no_MBD4_record,Talazoparib,False,False,-1.455352,0.59161,1
ACH-001703,Lymphoid,WT_no_MBD4_record,Talazoparib,True,False,-1.44536,0.594188,1
ACH-000607,Kidney,WT_no_MBD4_record,Talazoparib,False,False,-1.429127,0.599634,1
ACH-000697,Lymphoid,WT_no_MBD4_record,Talazoparib,True,False,-1.370978,0.624693,1
ACH-000856,Breast,WT_no_MBD4_record,Talazoparib,False,False,-1.360456,0.61065,1
ACH-000137,CNS/Brain,WT_no_MBD4_record,Talazoparib,False,False,-1.344061,0.624272,1
ACH-000914,Lymphoid,WT_no_MBD4_record,Talazoparib,True,False,-1.328539,0.614109,1
ACH-000096,Kidney,WT_no_MBD4_record,Talazoparib,False,False,-1.319126,0.61505,1
ACH-000151,Lymphoid,WT_no_MBD4_record,Talazoparib,False,False,-1.226027,0.672698,1
